x1,x2,label
0.52854,13.42431,2.00000
4.70107,-17.26139,2.00000
15.36078,0.70395,2.00000
1.98393,0.27290,1.00000
11.44132,-8.49836,2.00000
0.90305,-0.28179,1.00000
-2.26030,12.54600,2.00000
-27.52033,16.92588,0.00000
-10.20833,2.98712,2.00000
28.91403,17.69202,0.00000
2.76993,-1.99617,1.00000
-1.00247,32.37050,0.00000
1.91274,-3.13411,1.00000
26.03613,21.44426,0.00000
-9.91607,3.03195,2.00000
-28.68782,11.84429,0.00000
4.47561,32.53359,0.00000
9.50907,12.29298,2.00000
-6.10376,-2.11838,1.00000
-5.53725,9.72580,2.00000
-7.51344,4.71943,2.00000
27.75020,20.26882,0.00000
5.41841,12.55656,2.00000
-5.70825,9.96285,2.00000
2.30491,0.53110,1.00000
3.83639,0.38105,1.00000
0.81932,-2.09666,1.00000
32.97818,13.50817,0.00000
0.56289,-1.13369,1.00000
-28.57212,13.72310,0.00000
9.58230,-13.55988,2.00000
1.85468,-0.68815,1.00000
2.96762,1.68600,1.00000
36.57434,-2.33809,0.00000
15.30104,0.90791,2.00000
-6.42171,8.76768,2.00000
-7.77079,7.93201,2.00000
5.72431,-17.64327,2.00000
-22.38427,22.91582,0.00000
0.47570,-19.47818,2.00000
-29.26082,4.26353,0.00000
-8.29427,5.73122,2.00000
10.92138,31.53940,0.00000
-21.18986,-34.27765,0.00000
-4.05645,11.64180,2.00000
8.07542,9.88222,2.00000
-18.08040,26.19397,0.00000
11.61391,-36.06830,0.00000
1.40832,0.79238,1.00000
35.13504,-8.14958,0.00000
-23.05275,23.28993,0.00000
23.02117,26.85614,0.00000
16.83847,-5.10903,2.00000
10.18474,8.71047,2.00000
0.49748,0.23423,1.00000
-19.32423,25.19476,0.00000
16.65463,-0.79301,2.00000
10.64250,31.90075,0.00000
-13.67891,31.20139,0.00000
0.56871,-0.42310,1.00000
-3.60310,9.85052,2.00000
-0.87018,-0.51990,1.00000
-9.13470,4.98806,2.00000
0.59357,-0.22777,1.00000
3.22172,-2.10435,1.00000
16.57999,31.03757,0.00000
-16.09142,27.14074,0.00000
21.51613,23.51183,0.00000
13.97897,4.20583,2.00000
1.37443,-0.11938,1.00000
5.09904,11.90850,2.00000
-26.24632,17.01935,0.00000
14.62074,-6.44947,2.00000
14.41682,-3.40363,2.00000
9.65820,10.63900,2.00000
-29.83141,4.30034,0.00000
10.33383,-14.30037,2.00000
7.48416,13.57248,2.00000
-14.70522,28.60318,0.00000
17.46991,30.22262,0.00000
-8.99487,3.79143,2.00000
-4.64140,11.32028,2.00000
-30.43616,7.35761,0.00000
2.00859,-1.53667,1.00000
-6.93621,-5.13171,1.00000
-4.42763,10.75719,2.00000
12.17383,7.98058,2.00000
10.61745,11.30097,2.00000
-5.73674,9.41804,2.00000
0.45896,-7.03600,1.00000
1.77655,-36.80449,0.00000
-4.77915,10.94510,2.00000
1.93828,-0.02040,1.00000
26.50506,-26.77571,0.00000
-0.32974,-0.08898,1.00000
-29.61463,7.01073,0.00000
36.21957,-1.00842,0.00000
-5.33007,32.28615,0.00000
-4.84808,9.80222,2.00000
-38.68946,-15.92155,0.00000
7.51677,12.20610,2.00000
10.18156,-38.09051,0.00000
-6.44319,32.63594,0.00000
9.74531,11.45081,2.00000
3.01861,1.05618,1.00000
0.08992,-1.65526,1.00000
-7.91296,10.98326,2.00000
-10.15423,2.96605,2.00000
-0.13642,12.68791,2.00000
1.65531,-1.41870,1.00000
2.68925,-1.40252,1.00000
10.47714,8.42671,2.00000
14.65202,32.16088,0.00000
-9.14192,0.48408,2.00000
-0.51056,-1.97815,1.00000
-12.04053,28.97479,0.00000
-10.13791,3.75394,2.00000
-1.61745,13.20584,2.00000
2.34999,0.54599,1.00000
-17.18873,25.79210,0.00000
1.20439,-2.09973,1.00000
2.09470,1.19589,1.00000
0.85305,-4.75861,1.00000
-3.97185,9.95838,2.00000
4.65419,12.87225,2.00000
-3.24093,11.67776,2.00000
0.23180,-0.75726,1.00000
1.78831,-1.55209,1.00000
-6.50021,7.78818,2.00000
1.30110,-2.63153,1.00000
11.10992,8.85113,2.00000
2.60425,13.36386,2.00000
-23.13588,20.83870,0.00000
-30.21485,6.05666,0.00000
-6.84506,6.06809,2.00000
-3.05593,31.74069,0.00000
-1.80485,-5.42669,1.00000
-1.39893,-1.66756,1.00000
3.96410,-37.49229,0.00000
2.20433,-1.63938,1.00000
2.69719,-0.93656,1.00000
1.85791,0.49704,1.00000
-15.59892,29.23307,0.00000
27.97724,17.92955,0.00000
-8.78454,-16.11205,2.00000
-11.99566,30.56059,0.00000
1.60597,-0.72452,1.00000
-2.20021,11.93797,2.00000
-15.97076,27.33284,0.00000
-18.19787,-6.51739,2.00000
-7.48180,6.35360,2.00000
-27.00967,8.62816,0.00000
-0.89219,-1.18220,1.00000
-4.79090,10.64305,2.00000
-5.09268,11.17061,2.00000
0.54000,-1.04925,1.00000
-27.18644,11.31930,0.00000
-0.15974,-0.20256,1.00000
-4.54528,10.16161,2.00000
-0.83208,-0.32655,1.00000
-27.15142,9.43432,0.00000
-26.45184,12.75941,0.00000
0.55937,-0.32848,1.00000
8.67333,10.67462,2.00000
1.82183,-19.35351,2.00000
-0.61744,10.81993,2.00000
9.43151,-15.18806,2.00000
-0.39453,-2.90764,1.00000
-2.76860,33.58364,0.00000
14.83629,-10.74515,2.00000
3.38769,-2.76179,1.00000
3.51334,-5.46807,1.00000
15.48472,-7.24981,2.00000
-0.74120,0.78887,1.00000
25.92300,24.15477,0.00000
14.34689,6.78711,2.00000
-15.76643,28.24195,0.00000
1.87724,-1.60433,1.00000
18.35790,30.11407,0.00000
-0.31340,-6.20085,1.00000
-4.16766,11.65709,2.00000
23.88213,27.28617,0.00000
0.88730,0.20146,1.00000
1.26125,-0.16667,1.00000
-0.48943,-38.58818,0.00000
3.34719,-3.91854,1.00000
-2.02231,10.95861,2.00000
-8.59670,7.98926,2.00000
30.78655,16.14007,0.00000
28.29982,-20.97095,0.00000
-0.18976,-4.52413,1.00000
1.91104,-1.29630,1.00000
-4.54410,11.69806,2.00000
-6.91887,7.06392,2.00000
-24.18552,16.65864,0.00000
0.78342,-18.13322,2.00000
-21.62949,23.03506,0.00000
0.66516,-1.66355,1.00000
2.33386,-4.53319,1.00000
1.52615,-1.32026,1.00000
15.72167,30.23588,0.00000
23.01799,-30.18354,0.00000
35.56390,0.93111,0.00000
-10.06256,4.20099,2.00000
0.45617,0.10481,1.00000
3.82403,-1.34680,1.00000
-0.83133,-0.06468,1.00000
22.72884,-30.12245,0.00000
33.88800,-17.14673,0.00000
0.92002,-0.07267,1.00000
-8.83059,5.06019,2.00000
1.09936,2.16970,1.00000
3.04865,-0.79324,1.00000
-8.91856,7.78285,2.00000
1.34564,0.41537,1.00000
3.19332,-0.61790,1.00000
-24.03949,21.06201,0.00000
-0.82202,14.07114,2.00000
-27.45352,8.33716,0.00000
-5.95790,9.66336,2.00000
-1.11955,1.06820,1.00000
-28.01457,9.65350,0.00000
2.25876,-0.67781,1.00000
-10.12776,3.06161,2.00000
-22.90692,23.37862,0.00000
0.77895,13.82398,2.00000
2.25281,-18.52700,2.00000
33.69239,12.04191,0.00000
3.59676,-0.15065,1.00000
1.61803,-4.73215,1.00000
14.62242,6.63114,2.00000
-14.98377,26.46763,0.00000
5.24644,-17.41006,2.00000
12.47352,31.97662,0.00000
-28.04966,11.01133,0.00000
2.32770,0.41476,1.00000
2.01592,-1.69807,1.00000
34.91862,0.94170,0.00000
2.39080,-2.18156,1.00000
3.50876,-0.15371,1.00000
-7.93810,32.22305,0.00000
-27.69120,17.86550,0.00000
2.65068,-19.85281,2.00000
-0.39893,-0.77361,1.00000
0.04673,-0.32361,1.00000
-10.40146,5.42672,2.00000
-9.35280,7.47521,2.00000
-12.89883,31.42677,0.00000
-0.44513,0.92848,1.00000
16.17938,-1.89632,2.00000
1.78499,-2.68763,1.00000
2.19855,0.72838,1.00000
0.32800,33.45228,0.00000
0.37429,-5.23761,1.00000
-29.94786,10.22161,0.00000
-3.53919,12.48745,2.00000
-2.73720,-39.22119,0.00000
-1.25234,11.85341,2.00000
1.02662,-1.98655,1.00000
-30.42206,6.15546,0.00000
-1.59998,11.68203,2.00000
-32.52411,1.71909,0.00000
1.45523,-0.70828,1.00000
15.42313,2.08393,2.00000
-8.74003,5.14220,2.00000
1.82945,-2.83415,1.00000
15.42030,1.46209,2.00000
21.35196,-32.43478,0.00000
3.52348,13.53991,2.00000
-4.36288,-6.97338,1.00000
2.14783,-1.12991,1.00000
-1.34294,-6.25808,1.00000
11.29230,-14.27891,2.00000
1.25474,11.81865,2.00000
-7.64874,7.45563,2.00000
-8.97266,2.47372,2.00000
36.73599,-8.68472,0.00000
12.65194,-12.46693,2.00000
-9.93645,1.60930,2.00000
2.76471,-1.20645,1.00000
-18.27507,-11.46627,2.00000
-9.86302,0.66309,2.00000
15.05534,0.40385,2.00000
0.30614,-1.04631,1.00000
1.31039,-19.82127,2.00000
-8.61498,8.48952,2.00000
-24.23439,21.98910,0.00000
-0.03565,-0.29869,1.00000
12.99882,9.11697,2.00000
-10.01226,0.98021,2.00000
-7.85044,31.89440,0.00000
0.00000,0.00000,0.00000
1.66147,-1.12634,1.00000
3.46185,10.88406,2.00000
9.80768,9.71973,2.00000
3.43463,-0.00233,1.00000
-0.72911,12.59923,2.00000
-1.06771,-0.09576,1.00000
16.85622,-5.15843,2.00000
35.85309,-12.00385,0.00000
0.35920,0.82452,1.00000
-0.93864,-0.09203,1.00000
-19.69084,27.03160,0.00000
17.50380,-34.91396,0.00000
2.41718,-38.65662,0.00000
-36.39642,-22.47290,0.00000
-27.03375,10.62280,0.00000
0.34519,1.19817,1.00000
-24.58012,19.94285,0.00000
24.60954,23.81038,0.00000
33.15928,8.32454,0.00000
1.54522,0.39953,1.00000
32.98706,9.32924,0.00000
34.49566,-5.43805,0.00000
-1.49779,-19.45949,2.00000
2.66226,-1.07925,1.00000
14.79920,6.55265,2.00000
-27.58053,14.26964,0.00000
-0.02187,-6.48030,1.00000
-24.74167,17.28222,0.00000
0.54848,0.30025,1.00000
4.13130,12.08044,2.00000
-29.38083,0.38267,0.00000
-17.37169,26.72350,0.00000
10.82720,12.58163,2.00000
17.56935,28.28610,0.00000
2.98156,-18.10009,2.00000
-7.47760,31.09562,0.00000
-9.55416,0.20758,2.00000
0.25791,-0.67028,1.00000
3.61295,-2.08875,1.00000
35.23931,7.61413,0.00000
-8.71905,1.88253,2.00000
-10.10570,3.70157,2.00000
0.57276,-0.39449,1.00000
-29.71454,2.81016,0.00000
10.55930,9.64480,2.00000
0.11875,1.65457,1.00000
22.11567,-32.29293,0.00000
-10.79146,3.87371,2.00000
-1.37733,12.59740,2.00000
-3.58086,12.18181,2.00000
4.54987,1.70402,1.00000
0.79456,0.25488,1.00000
-1.00085,-0.45571,1.00000
21.72439,26.63282,0.00000
26.68202,22.83273,0.00000
-20.27952,25.74583,0.00000
1.87571,2.48720,1.00000
3.26993,0.02264,1.00000
22.22918,-30.11999,0.00000
0.90439,2.37652,1.00000
4.24567,-40.24882,0.00000
-9.43802,3.55484,2.00000
34.48761,12.31102,0.00000
-11.29154,1.60349,2.00000
1.11217,1.49021,1.00000
-9.19674,5.38725,2.00000
-10.89663,31.21192,0.00000
-25.05302,20.35801,0.00000
25.39067,24.56912,0.00000
16.88878,0.49043,2.00000
16.94393,5.02871,2.00000
-6.50301,11.36412,2.00000
6.26754,-37.60165,0.00000
11.65134,-12.55292,2.00000
-6.50277,10.85064,2.00000
-6.41573,10.52253,2.00000
4.11962,33.55878,0.00000
0.95313,12.86419,2.00000
1.69464,0.82361,1.00000
15.01370,3.02529,2.00000
14.80329,6.22113,2.00000
2.46615,-3.67254,1.00000
0.72047,1.71397,1.00000
6.54494,10.77925,2.00000
35.48378,-13.34419,0.00000
3.10831,-1.05481,1.00000
