x1,x2,label
-62.47486,15.41749,0.00000
-10.50552,-25.67971,2.00000
-21.98301,-6.63381,2.00000
33.29683,-60.07021,0.00000
19.19141,-22.43434,2.00000
15.45600,-24.29597,1.00000
-8.42480,-24.61892,1.00000
-10.75436,-23.94948,1.00000
-20.15461,-17.82332,2.00000
-1.59902,20.27897,2.00000
65.99722,-25.11373,0.00000
-23.11146,-0.03923,1.00000
18.44309,-19.43764,1.00000
-23.64007,-5.87816,1.00000
13.32226,-23.14742,1.00000
-13.15594,17.46277,2.00000
3.53062,-25.32649,1.00000
-9.15372,20.36480,2.00000
59.25674,-42.23582,0.00000
23.72130,-13.86493,1.00000
14.39826,13.03531,2.00000
16.74211,-21.22146,1.00000
-1.55172,-28.28964,2.00000
17.62829,-23.17153,1.00000
8.98228,-25.90830,2.00000
11.55445,16.29950,1.00000
4.94418,-25.38865,2.00000
-5.95660,-25.82595,1.00000
-5.33506,19.56587,2.00000
12.62669,-66.06511,0.00000
-53.96337,-40.88461,0.00000
27.98028,-12.46406,2.00000
-13.47794,19.39094,2.00000
59.25172,-38.35329,0.00000
-32.67584,-58.57828,0.00000
15.52437,-23.47875,1.00000
-7.54565,-66.57856,0.00000
16.79447,-24.05249,2.00000
18.70243,-65.28719,0.00000
-16.62337,12.94679,1.00000
-18.11529,-18.02894,1.00000
18.11328,-22.70999,1.00000
69.57407,-0.27719,0.00000
-62.53225,-3.21548,0.00000
29.75671,-8.13954,2.00000
-21.23389,-16.06193,2.00000
29.22627,-2.93712,2.00000
-62.08169,-20.40408,0.00000
4.37259,-27.64080,2.00000
8.79429,-67.92272,0.00000
-36.32958,52.10230,0.00000
-22.40450,-6.36870,1.00000
-14.36728,18.26369,1.00000
5.70269,-28.49021,2.00000
-10.00105,19.71146,1.00000
71.27008,-9.08172,0.00000
63.97182,-27.98841,0.00000
-8.70287,-22.68453,1.00000
2.58813,-68.23948,0.00000
15.04169,-25.02117,2.00000
18.32201,-21.52503,2.00000
42.92381,-54.38040,0.00000
15.23210,8.11435,1.00000
-5.24859,20.75213,1.00000
-4.81471,-27.40313,1.00000
20.52488,-18.86692,2.00000
5.57058,-68.92268,0.00000
13.52588,-25.35293,2.00000
22.60345,-63.59249,0.00000
29.40445,-3.81243,1.00000
7.39134,61.15976,0.00000
27.19887,-9.11360,1.00000
-50.17263,-44.68127,0.00000
12.24388,-23.53361,1.00000
-17.05990,-21.14429,2.00000
71.07162,-10.40107,0.00000
23.49967,-18.30803,1.00000
29.33302,-3.77548,2.00000
-23.05325,-62.19977,0.00000
-23.85908,-0.77655,2.00000
11.66351,16.38722,2.00000
-58.64453,-31.77609,0.00000
-11.27638,-22.09882,1.00000
-7.20454,-23.47812,1.00000
25.32467,-63.18134,0.00000
30.24535,0.49330,2.00000
-16.35397,-19.56364,1.00000
23.66445,-15.75571,2.00000
-21.33074,-5.79469,2.00000
31.20155,-2.48807,1.00000
12.72761,-25.09019,2.00000
-19.28366,10.30205,1.00000
-63.81143,-4.98825,0.00000
46.55682,38.39732,0.00000
8.51989,-25.17013,2.00000
19.34743,-20.45470,1.00000
68.68911,-9.32259,0.00000
25.41364,-11.89903,2.00000
47.34941,-52.12893,0.00000
11.39108,-23.06067,1.00000
29.05969,-3.82938,2.00000
-62.77274,-16.41611,0.00000
66.80445,-27.23226,0.00000
-65.62347,-0.96912,0.00000
25.10625,-13.42545,2.00000
23.57744,-15.11236,2.00000
58.44687,-40.53008,0.00000
-59.22285,21.41491,0.00000
14.15673,11.79040,1.00000
-7.95392,61.42926,0.00000
-3.27259,20.86762,1.00000
-18.97378,-15.41865,2.00000
-2.53265,-27.30949,2.00000
-15.73048,12.54348,1.00000
27.41081,-12.78023,1.00000
11.76091,-25.97821,2.00000
-26.80848,-63.58330,0.00000
28.31750,-64.42278,0.00000
-48.80441,-44.79192,0.00000
27.44834,-9.12787,2.00000
24.15506,-15.61569,1.00000
-20.44271,-17.11050,1.00000
-1.87045,22.04979,2.00000
-43.60495,45.19389,0.00000
24.72119,-11.06117,1.00000
-42.48507,-49.66813,0.00000
62.65682,-31.34045,0.00000
-13.23643,-21.99874,2.00000
6.92341,-26.11255,2.00000
-25.83006,-1.09228,2.00000
-22.26263,3.62127,2.00000
-8.39381,61.11306,0.00000
10.39321,-66.62077,0.00000
7.14971,-24.71147,1.00000
-24.18024,3.91029,2.00000
-30.81496,56.77012,0.00000
-2.20661,-68.08544,0.00000
2.31373,-26.92701,2.00000
-21.91171,-12.93956,1.00000
67.33643,-26.96787,0.00000
3.55617,-27.30288,1.00000
5.23458,-27.21354,1.00000
-0.26404,19.78795,1.00000
-4.67401,21.84048,2.00000
22.85162,-15.58922,1.00000
63.52894,-32.09239,0.00000
21.35280,-18.58409,2.00000
-49.53784,38.60897,0.00000
-54.26729,-37.05032,0.00000
7.55747,-27.41476,1.00000
56.87540,-40.77422,0.00000
27.09644,-2.97141,1.00000
52.47830,21.70573,0.00000
27.62475,-5.91013,2.00000
-5.75826,-27.44471,2.00000
-22.73435,0.46143,2.00000
12.07036,-23.78227,1.00000
-8.17288,59.19120,0.00000
-12.26111,18.24407,1.00000
-15.33811,16.51608,1.00000
-11.31159,17.77390,1.00000
18.61072,-19.72638,1.00000
-12.29404,17.99813,2.00000
-1.30426,20.06562,1.00000
22.62489,-14.64911,1.00000
15.73589,-22.90910,1.00000
-20.06145,-15.20781,1.00000
53.84042,-43.95232,0.00000
29.57578,-4.99590,2.00000
-22.36009,-7.75767,1.00000
12.95734,-23.48809,2.00000
29.59116,-2.03816,1.00000
-10.72509,-24.81362,2.00000
0.00000,0.00000,0.00000
28.65926,-11.49953,1.00000
-21.96391,6.23330,1.00000
-9.01424,-23.94908,2.00000
0.50794,-26.39188,1.00000
-56.98783,29.69481,0.00000
69.61019,-8.08850,0.00000
-23.64647,-5.31403,2.00000
27.32126,-5.44318,1.00000
-0.02872,-67.86664,0.00000
28.90329,-5.93271,2.00000
-31.95591,52.96232,0.00000
12.94064,-26.00839,2.00000
19.29119,-20.64996,1.00000
17.37621,-20.98611,1.00000
64.22786,-28.64960,0.00000
26.62565,-11.98555,1.00000
49.96530,-49.41304,0.00000
21.27779,-20.18199,2.00000
-2.43423,18.72685,1.00000
-5.35981,18.99259,1.00000
21.57416,-17.89307,1.00000
-49.45887,-43.97412,0.00000
42.81493,-53.73834,0.00000
-25.13910,-4.14799,2.00000
-17.71020,-17.41508,1.00000
69.84008,-13.24470,0.00000
-4.50475,-28.20540,2.00000
-21.67678,10.67555,2.00000
19.77963,-22.22208,2.00000
-64.51093,-5.50731,0.00000
-15.38385,-22.46622,1.00000
57.86635,-40.20536,0.00000
2.27092,-26.38446,2.00000
-24.68838,-7.21390,2.00000
14.51004,-22.40909,1.00000
-1.12728,22.04696,2.00000
-12.66405,17.35923,1.00000
-13.90608,-64.46533,0.00000
30.05246,-61.43397,0.00000
4.18314,-26.82719,1.00000
-21.80685,-9.52489,2.00000
-2.81105,-24.70963,2.00000
-24.15229,5.63459,2.00000
55.58444,-41.90150,0.00000
27.19201,-11.87134,2.00000
49.62238,-49.34028,0.00000
39.18860,-60.17064,0.00000
-22.35015,-10.01514,2.00000
26.96702,-8.81289,1.00000
66.14260,-26.19897,0.00000
-50.75879,-42.63777,0.00000
29.95380,-2.88967,1.00000
-24.34246,-8.78315,2.00000
-37.38778,53.22496,0.00000
-22.64285,-64.93049,0.00000
30.92159,-3.29757,2.00000
10.71679,-23.60292,1.00000
-4.13025,20.90801,1.00000
-24.09796,-2.22263,2.00000
65.29435,-24.49722,0.00000
-35.20074,51.92265,0.00000
-16.23452,-18.81302,1.00000
-2.66130,-26.37898,1.00000
-1.34158,63.01659,0.00000
-12.62061,-22.33241,2.00000
23.94367,-14.85053,1.00000
29.07663,-3.19657,1.00000
-39.79013,49.73222,0.00000
31.53418,52.38354,0.00000
1.94998,-25.43275,1.00000
1.10411,18.76849,1.00000
-42.68370,46.09822,0.00000
-21.76501,8.87189,2.00000
11.80334,-25.29143,1.00000
47.53372,-49.36881,0.00000
-50.45507,38.97738,0.00000
-6.69943,-24.45245,2.00000
-4.38710,19.13491,1.00000
16.40262,-23.58105,2.00000
23.18182,-16.52559,2.00000
-3.46555,21.03130,2.00000
58.28322,-35.29271,0.00000
45.90186,-52.60336,0.00000
27.52756,-8.23513,1.00000
26.49736,-13.58024,1.00000
11.38259,-67.62295,0.00000
66.34979,-21.48139,0.00000
12.01145,-24.56868,2.00000
2.67504,19.08622,1.00000
67.19016,-20.14522,0.00000
-62.42018,-14.55617,0.00000
27.00481,-14.33631,2.00000
25.75717,-12.41297,2.00000
-1.57317,21.29559,2.00000
-20.28880,-11.07507,1.00000
-22.67666,2.32851,1.00000
-24.11221,0.11463,1.00000
16.34764,6.17938,2.00000
24.51709,-13.49659,1.00000
31.22570,-2.92840,2.00000
-4.07165,20.29300,1.00000
-9.67506,-24.17804,2.00000
60.09465,-34.03600,0.00000
2.03245,20.68664,2.00000
-15.05830,59.82537,0.00000
27.35411,-12.49216,2.00000
3.76807,-27.34022,1.00000
18.56876,-64.93887,0.00000
-12.84955,18.23066,2.00000
-10.93852,18.35554,1.00000
-11.84024,-22.88306,1.00000
33.61674,-60.32538,0.00000
15.27436,-23.17765,1.00000
-10.16584,18.24665,2.00000
31.04046,-1.61596,2.00000
68.61768,-16.86868,0.00000
5.90666,-26.53826,2.00000
-22.96688,-1.01049,2.00000
-63.76355,-16.00537,0.00000
-41.29519,48.40821,0.00000
-63.45812,6.47465,0.00000
25.63862,-15.69085,2.00000
-17.98928,12.88047,2.00000
28.55319,-10.25287,2.00000
-24.52097,-2.72082,2.00000
-23.45101,0.10980,2.00000
-1.33837,62.55705,0.00000
25.76916,-9.77221,1.00000
-14.30368,-19.92802,2.00000
-2.83177,62.65579,0.00000
-1.71728,21.45734,2.00000
